Depth_m,North_Atlantic_min,North_Atlantic_max,Coastal_N Atlantic_min,Coastal_N Atlantic_max,Equatorial_Atlant_min,Equatorial_Atlant_max,Coastal_Eq_ Atlant_min,Coastal_Eq_ Atlant_max,South_Atlantic_min,South_Atlantic_max,Coastal_S_Atlantic_min,Coastal_S_Atlantic_max,North_Pacific_min,North_Pacific_max,Coastal_N_Pac_min,Coastal_N_Pac_max,Equatorial_Pac_min,Equatorial_Pac_max,Coastal_Eq Pac_min,Coastal_Eq Pac_max,South_Pacific_min,South_Pacific_max,Coastal_S_Pac_min,Coastal_S_Pac_max,North_Indian_min,North_Indian_max,Coastal_N_Indian_min,Coastal_N_Indian_max,Equatorial_Indian_min,Equatorial_Indian_max,Coastal_Eq Indian_min,Coastal_Eq Indian_max,South_Indian_min,South_Indian_max,Coastal_S_Indian_min,Coastal_S_Indian_max,Antarctic_min,Antarctic_max,Arctic_min,Arctic_max,Mediteranean_min,Mediteranean_max,Black_Sea_min,Black_Sea_max,Baltic_Sea_min,Baltic_Sea_max,Persian_Gulf_min,Persian_Gulf_max,Red_Sea_min,Red_Sea_max,Sulu_Sea_min,Sulu_Sea_max,NW_Pacific_min,NW_Pacific_max,Yellow_Sea_min,Yellow_Sea_max,Japan_Sea_min,Japan_Sea_max,Seto_Inland_Sea_min,Seto_Inland_Sea_max
4300,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.200,1.800,3.000,4.500,0.300,0.450,5.000,10.000
4400,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.200,1.800,3.000,4.500,0.300,0.450,5.000,10.000
4500,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.250,1.850,3.000,4.500,0.300,0.450,5.000,10.000
4600,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.250,1.850,3.000,4.500,0.300,0.450,5.000,10.000
4700,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.250,1.850,3.000,4.500,0.300,0.450,5.000,10.000
4800,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.250,1.850,3.000,4.500,0.300,0.450,5.000,10.000
4900,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.250,1.850,3.000,4.500,0.300,0.450,5.000,10.000
5000,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.300,1.900,3.000,4.500,0.300,0.450,5.000,10.000
5100,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.300,1.900,3.000,4.500,0.300,0.450,5.000,10.000
5200,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.300,1.900,3.000,4.500,0.300,0.450,5.000,10.000
5300,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.300,1.900,3.000,4.500,0.300,0.450,5.000,10.000
5400,-1.500,7.000,-1.500,7.000,-0.500,7.000,-1.000,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,7.000,-1.500,3.000,-1.500,7.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.300,1.900,3.000,4.500,0.300,0.450,5.000,10.000
5500,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
5600,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
5700,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
5800,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
5900,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6000,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6100,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6200,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6300,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6400,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,7.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6500,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6600,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6700,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6800,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
6900,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7000,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7100,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7200,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7300,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7400,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7500,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7600,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7700,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7800,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
7900,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8000,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8100,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8200,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8300,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8400,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8500,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8600,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8700,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8800,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
8900,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
9000,-1.500,5.000,-1.500,3.000,-0.500,3.000,-1.000,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,-1.500,3.000,3.000,16.000,5.000,16.000,-2.000,16.000,-1.500,3.000,10.000,20.000,-1.500,12.000,1.400,2.000,3.000,4.500,0.300,0.450,5.000,10.000
